individualCount,decimalLatitude,decimalLongitude,vernacularName
1,44.331666,-66.377833,WHALE-HUMPBACK
3,44.343833,-66.339,WHALE-HUMPBACK
3,44.287,-66.51,WHALE-HUMPBACK
1,44.298166,-66.460666,WHALE-HUMPBACK
1,44.582333,-66.4745,WHALE-RIGHT
2,44.343833,-66.339,WHALE-HUMPBACK
2,44.368666,-66.389333,WHALE-HUMPBACK
1,44.415666,-66.353333,WHALE-FIN
2,44.6065,-66.485333,WHALE-RIGHT
2,44.282166,-66.4975,WHALE-HUMPBACK
4,44.272333,-66.472,WHALE-HUMPBACK
1,44.4,-66.372333,WHALE-FIN
1,44.6065,-66.485333,WHALE-RIGHT
1,44.415666,-66.353333,WHALE-HUMPBACK
1,44.6065,-66.485333,WHALE-RIGHT
3,44.2955,-66.439,WHALE-HUMPBACK
2,44.2825,-66.458833,WHALE-HUMPBACK
1,44.61,-66.482833,WHALE-RIGHT
2,44.282333,-66.535166,WHALE-HUMPBACK
2,44.294666,-66.4205,WHALE-HUMPBACK
5,44.324166,-66.353,PORPOISE-HARBOUR
1,44.615166,-66.471833,WHALE-RIGHT
2,44.430833,-66.391333,WHALE-HUMPBACK
2,44.252333,-66.563166,WHALE-HUMPBACK
1,44.615333,-66.478833,WHALE-RIGHT
2,44.342833,-66.318,WHALE-HUMPBACK
2,44.296333,-66.4055,WHALE-HUMPBACK
2,44.311,-66.427833,WHALE-HUMPBACK
5,44.231166,-66.444666,PORPOISE-HARBOUR
4,44.325833,-66.361,PORPOISE-HARBOUR
2,44.303666,-66.439666,WHALE-HUMPBACK
2,44.302833,-66.429333,WHALE-HUMPBACK
2,44.303333,-66.437,WHALE-HUMPBACK
1,44.609666,-66.459333,WHALE-RIGHT
3,44.301,-66.427166,WHALE-HUMPBACK
2,44.256833,-66.5605,WHALE-HUMPBACK
3,44.302,-66.431833,WHALE-HUMPBACK
2,44.238833,-66.486666,WHALE-HUMPBACK
2,44.342666,-66.344833,WHALE-HUMPBACK
1,44.2165,-66.425833,WHALE-MINKE
1,44.379,-66.3925,WHALE-HUMPBACK
2,44.292166,-66.459,WHALE-HUMPBACK
1,44.261333,-66.485166,WHALE-HUMPBACK
2,44.310333,-66.385166,WHALE-HUMPBACK
2,44.294166,-66.437833,WHALE-HUMPBACK
2,44.338833,-66.383,WHALE-HUMPBACK
3,44.304166,-66.4275,WHALE-HUMPBACK
2,44.331166,-66.395333,WHALE-HUMPBACK
2,44.309666,-66.430666,WHALE-HUMPBACK
1,44.261333,-66.485166,WHALE-HUMPBACK
4,44.269333,-66.4625,WHALE-HUMPBACK
3,44.299666,-66.489666,WHALE-HUMPBACK
6,44.297166,-66.3425,PORPOISE-HARBOUR
3,44.273166,-66.395166,WHALE-HUMPBACK
1,44.335,-66.354,WHALE-HUMPBACK
9,44.273166,-66.395166,PORPOISE-HARBOUR
2,44.312666,-66.428333,WHALE-HUMPBACK
3,44.292,-66.486,WHALE-HUMPBACK
2,44.312833,-66.419166,WHALE-HUMPBACK
2,44.293833,-66.450333,WHALE-HUMPBACK
2,44.325833,-66.358166,WHALE-HUMPBACK
1,44.379166,-66.320833,WHALE-HUMPBACK
2,44.309166,-66.445666,WHALE-HUMPBACK
2,44.298833,-66.472166,WHALE-HUMPBACK
4,44.306666,-66.368666,PORPOISE-HARBOUR
3,44.299166,-66.355833,PORPOISE-HARBOUR
1,44.3375,-66.3525,WHALE-MINKE
3,44.347333,-66.342166,WHALE-HUMPBACK
2,44.369,-66.3475,WHALE-HUMPBACK
0,44.338833,-66.383,DOLPHINS-COMMON
2,44.296166,-66.453166,WHALE-HUMPBACK
2,44.2905,-66.483666,WHALE-HUMPBACK
1,44.3095,-66.3885,WHALE-HUMPBACK
5,44.309,-66.3885,PORPOISE-HARBOUR
1,44.312666,-66.419166,WHALE-HUMPBACK
1,44.326666,-66.355166,WHALE-HUMPBACK
2,44.2885,-66.359333,PORPOISE-HARBOUR
6,44.341333,-66.319,WHALE-HUMPBACK
1,44.2715,-66.487333,WHALE-HUMPBACK
2,44.368666,-66.3245,WHALE-HUMPBACK
1,44.281333,-66.339166,WHALE-MINKE
3,44.312166,-66.413833,WHALE-HUMPBACK
2,44.304166,-66.360166,PORPOISE-HARBOUR
2,44.391833,-66.3305,WHALE-HUMPBACK
8,44.341333,-66.319,DOLPHINS-WHITE-SIDED
4,44.294,-66.325166,WHALE-HUMPBACK
3,44.296833,-66.4735,WHALE-HUMPBACK
4,44.319666,-66.322666,WHALE-HUMPBACK
2,44.319166,-66.433166,WHALE-HUMPBACK
1,44.397666,-66.350166,WHALE-HUMPBACK
4,44.293166,-66.332833,PORPOISE-HARBOUR
2,44.298833,-66.429166,WHALE-HUMPBACK
1,44.328666,-66.393166,WHALE-HUMPBACK
2,44.225166,-66.499833,WHALE-HUMPBACK
2,44.299666,-66.477833,WHALE-HUMPBACK
4,44.274833,-66.51,WHALE-HUMPBACK
2,44.269166,-66.516833,WHALE-HUMPBACK
2,44.267666,-66.516833,WHALE-HUMPBACK
2,44.4,-66.303833,WHALE-HUMPBACK
3,44.348666,-66.389833,WHALE-HUMPBACK
2,44.313833,-66.441833,WHALE-HUMPBACK
3,44.303666,-66.427833,PORPOISE-HARBOUR
3,44.2445,-66.499833,WHALE-HUMPBACK
1,44.285666,-66.503333,WHALE-HUMPBACK
2,44.321,-66.432,WHALE-HUMPBACK
2,44.2735,-66.505333,WHALE-HUMPBACK
2,44.183166,-66.561,WHALE-HUMPBACK
1,44.272,-66.4755,WHALE-FIN
3,44.345166,-66.354333,WHALE-HUMPBACK
1,44.2155,-66.502666,WHALE-HUMPBACK
1,44.248333,-66.541166,WHALE-HUMPBACK
1,44.304333,-66.471333,WHALE-HUMPBACK
3,44.371,-66.324,WHALE-HUMPBACK
4,44.275166,-66.5145,WHALE-HUMPBACK
2,44.254833,-66.492,WHALE-HUMPBACK
2,44.2905,-66.46,WHALE-HUMPBACK
2,44.185333,-66.555166,WHALE-HUMPBACK
4,44.3185,-66.419166,WHALE-HUMPBACK
1,44.377333,-66.337,WHALE-HUMPBACK
1,44.163333,-66.515,WHALE-HUMPBACK
2,44.185333,-66.555166,WHALE-HUMPBACK
1,44.303833,-66.408833,WHALE-MINKE
9,44.352833,-66.318833,DOLPHINS-WHITE-BEAKED
4,44.298166,-66.341333,PORPOISE-HARBOUR
2,44.359833,-66.273333,WHALE-HUMPBACK
100,44.286166,-66.492833,DOLPHINS-WHITE-SIDED
2,44.245833,-66.492,WHALE-HUMPBACK
1,44.3425,-66.35,WHALE-MINKE
2,44.3515,-66.336333,WHALE-HUMPBACK
4,44.292333,-66.330333,PORPOISE-HARBOUR
1,44.2575,-66.4875,WHALE-HUMPBACK
1,44.371,-66.324,WHALE-HUMPBACK
2,44.352833,-66.318833,WHALE-HUMPBACK
1,44.300333,-66.459833,WHALE-HUMPBACK
1,44.347333,-66.319333,WHALE-FIN
3,44.342333,-66.325,PORPOISE-HARBOUR
3,44.297833,-66.338833,PORPOISE-HARBOUR
2,44.3795,-66.314166,WHALE-HUMPBACK
4,44.327833,-66.385333,PORPOISE-HARBOUR
2,44.384,-66.3175,WHALE-HUMPBACK
1,44.328166,-66.401333,WHALE-MINKE
4,44.349666,-66.346333,PORPOISE-HARBOUR
2,44.279,-66.504,WHALE-HUMPBACK
2,44.332666,-66.376,WHALE-HUMPBACK
7,44.308666,-66.339166,PORPOISE-HARBOUR
6,44.295166,-66.338833,PORPOISE-HARBOUR
2,44.342166,-66.3435,WHALE-HUMPBACK
3,44.294166,-66.438666,WHALE-HUMPBACK
2,44.275666,-66.474,WHALE-HUMPBACK
3,44.309333,-66.3425,PORPOISE-HARBOUR
1,44.347166,-66.319,WHALE-MINKE
2,44.363166,-66.3215,WHALE-HUMPBACK
3,44.328166,-66.401333,DOLPHINS-WHITE-BEAKED
2,44.2355,-66.480166,WHALE-HUMPBACK
1,44.32,-66.3995,WHALE-HUMPBACK
5,44.306,-66.368833,PORPOISE-HARBOUR
4,44.309333,-66.3425,PORPOISE-HARBOUR
3,44.320166,-66.400166,WHALE-HUMPBACK
2,44.341833,-66.377166,WHALE-HUMPBACK
1,44.3775,-66.3635,WHALE-HUMPBACK
2,44.326333,-66.404333,WHALE-HUMPBACK
1,44.319166,-66.395333,WHALE-MINKE
2,44.330333,-66.369333,WHALE-HUMPBACK
3,44.332,-66.467833,WHALE-HUMPBACK
2,44.319833,-66.387166,WHALE-HUMPBACK
1,44.298166,-66.341333,WHALE-MINKE
2,44.308833,-66.4245,WHALE-HUMPBACK
3,44.336833,-66.374166,WHALE-HUMPBACK
8,44.346666,-66.458666,DOLPHINS-WHITE-SIDED
1,44.332,-66.467833,WHALE-HUMPBACK
4,44.350333,-66.473,DOLPHINS-WHITE-SIDED
1,44.319833,-66.387166,WHALE-MINKE
6,44.302333,-66.346,PORPOISE-HARBOUR
2,44.327166,-66.464,WHALE-HUMPBACK
2,44.3525,-66.4095,WHALE-HUMPBACK
2,44.334166,-66.394833,WHALE-HUMPBACK
1,44.346333,-66.373333,WHALE-RIGHT
90,44.350166,-66.476166,DOLPHINS-WHITE-SIDED
2,44.3375,-66.350666,WHALE-HUMPBACK
4,44.296,-66.341833,PORPOISE-HARBOUR
7,44.306333,-66.3495,PORPOISE-HARBOUR
1,44.334166,-66.403666,WHALE-HUMPBACK
3,44.2995,-66.344333,PORPOISE-HARBOUR
2,44.303333,-66.42,WHALE-HUMPBACK
3,44.348333,-66.394666,PORPOISE-HARBOUR
4,44.306333,-66.3495,PORPOISE-HARBOUR
2,44.335333,-66.3535,WHALE-HUMPBACK
1,44.331666,-66.425666,WHALE-HUMPBACK
1,44.338,-66.441166,WHALE-HUMPBACK
4,44.314666,-66.3445,PORPOISE-HARBOUR
1,44.271833,-66.499166,WHALE-MINKE
1,44.318,-66.376666,WHALE-MINKE
1,44.284666,-66.520666,WHALE-HUMPBACK
3,44.3535,-66.430333,WHALE-HUMPBACK
3,44.345166,-66.35,WHALE-HUMPBACK
2,44.332333,-66.396,WHALE-HUMPBACK
3,44.328333,-66.469166,WHALE-HUMPBACK
3,44.347666,-66.4375,WHALE-HUMPBACK
3,44.309166,-66.350333,PORPOISE-HARBOUR
5,44.3115,-66.351166,PORPOISE-HARBOUR
2,44.325166,-66.467666,WHALE-HUMPBACK
3,44.306333,-66.3495,PORPOISE-HARBOUR
2,44.355666,-66.390833,WHALE-HUMPBACK
4,44.2455,-66.489,PORPOISE-HARBOUR
1,44.303333,-66.429666,WHALE-HUMPBACK
1,44.269166,-66.491666,WHALE-HUMPBACK
2,44.315666,-66.3815,WHALE-HUMPBACK
1,44.357,-66.381,WHALE-HUMPBACK
4,44.2945,-66.352666,PORPOISE-HARBOUR
1,44.319333,-66.388166,WHALE-HUMPBACK
3,44.323833,-66.361833,PORPOISE-HARBOUR
2,44.317833,-66.350333,PORPOISE-HARBOUR
1,44.347666,-66.4375,WHALE-MINKE
4,44.347333,-66.337,PORPOISE-HARBOUR
3,44.339666,-66.431666,WHALE-HUMPBACK
3,44.2165,-66.412333,PORPOISE-HARBOUR
2,44.315666,-66.410833,WHALE-HUMPBACK
6,44.2975,-66.3585,PORPOISE-HARBOUR
1,44.269166,-66.491666,WHALE-HUMPBACK
8,44.308166,-66.3195,PORPOISE-HARBOUR
2,44.318,-66.376666,WHALE-HUMPBACK
2,44.348333,-66.376666,WHALE-HUMPBACK
3,44.31,-66.369833,PORPOISE-HARBOUR
2,44.348833,-66.372833,WHALE-HUMPBACK
1,44.3075,-66.4305,WHALE-FIN
3,44.330666,-66.387,WHALE-HUMPBACK
2,44.3125,-66.429166,WHALE-HUMPBACK
1,44.346166,-66.3975,WHALE-HUMPBACK
1,44.331833,-66.391333,WHALE-MINKE
2,44.308833,-66.4385,WHALE-HUMPBACK
2,44.320333,-66.387333,WHALE-HUMPBACK
1,44.338166,-66.379166,WHALE-HUMPBACK
3,44.295166,-66.348666,PORPOISE-HARBOUR
4,44.33,-66.368166,PORPOISE-HARBOUR
1,44.318833,-66.384666,WHALE-HUMPBACK
2,44.388,-66.392666,WHALE-HUMPBACK
2,44.292166,-66.343166,PORPOISE-HARBOUR
2,44.345,-66.367,WHALE-HUMPBACK
2,44.322833,-66.407833,WHALE-HUMPBACK
2,44.254666,-66.521666,WHALE-HUMPBACK
9,44.343666,-66.436166,PORPOISE-HARBOUR
2,44.305833,-66.367,PORPOISE-HARBOUR
1,44.3195,-66.399333,WHALE-MINKE
2,44.3545,-66.397166,WHALE-HUMPBACK
2,44.278833,-66.441333,WHALE-HUMPBACK
2,44.228833,-66.5875,WHALE-HUMPBACK
5,44.292333,-66.350333,PORPOISE-HARBOUR
2,44.326,-66.364333,PORPOISE-HARBOUR
3,44.323333,-66.384,PORPOISE-HARBOUR
2,44.3215,-66.411,WHALE-HUMPBACK
1,44.347,-66.335166,WHALE-MINKE
2,44.319,-66.411333,WHALE-HUMPBACK
4,44.307333,-66.408833,PORPOISE-HARBOUR
2,44.2705,-66.498833,WHALE-HUMPBACK
2,44.3225,-66.391833,WHALE-HUMPBACK
2,44.2865,-66.4785,WHALE-HUMPBACK
7,44.316666,-66.4,PORPOISE-HARBOUR
1,44.233,-66.56,WHALE-HUMPBACK
1,44.292666,-66.333166,WHALE-MINKE
2,44.304333,-66.4335,WHALE-HUMPBACK
2,44.283333,-66.529,WHALE-HUMPBACK
2,44.294,-66.438833,WHALE-HUMPBACK
1,44.380333,-66.293833,WHALE-MINKE
3,44.303,-66.385333,PORPOISE-HARBOUR
2,44.288333,-66.480166,WHALE-HUMPBACK
4,44.3265,-66.427,PORPOISE-HARBOUR
3,44.307333,-66.408166,PORPOISE-HARBOUR
5,44.296,-66.442333,PORPOISE-HARBOUR
1,44.3005,-66.383333,WHALE-HUMPBACK
1,44.290333,-66.468,WHALE-HUMPBACK
3,44.3285,-66.356666,PORPOISE-HARBOUR
1,44.235833,-66.5805,WHALE-MINKE
5,44.299833,-66.3655,PORPOISE-HARBOUR
2,44.250833,-66.538333,WHALE-HUMPBACK
13,44.2535,-66.5395,DOLPHINS-WHITE-SIDED
1,44.3535,-66.351666,WHALE-MINKE
2,44.308,-66.353166,PORPOISE-HARBOUR
6,44.184166,-66.536,PORPOISE-HARBOUR
2,44.329,-66.321333,PORPOISE-HARBOUR
4,44.318833,-66.412,PORPOISE-HARBOUR
3,44.289,-66.583,WHALE-HUMPBACK
2,44.3135,-66.440333,WHALE-HUMPBACK
1,44.282,-66.4885,WHALE-MINKE
1,44.1735,-66.709,WHALE-FIN
3,44.333666,-66.332333,PORPOISE-HARBOUR
2,44.298166,-66.434,WHALE-HUMPBACK
1,44.301166,-66.361,PORPOISE-HARBOUR
3,44.326333,-66.4125,PORPOISE-HARBOUR
1,44.271833,-66.493666,WHALE-MINKE
2,44.202833,-66.522666,WHALE-HUMPBACK
1,44.305666,-66.438833,WHALE-HUMPBACK
2,44.304833,-66.3685,WHALE-HUMPBACK
1,44.226,-66.651833,WHALE-HUMPBACK
3,44.308166,-66.3955,PORPOISE-HARBOUR
2,44.285,-66.4695,WHALE-HUMPBACK
3,44.303833,-66.440166,PORPOISE-HARBOUR
1,44.336,-66.342833,WHALE-MINKE
1,44.284333,-66.47,WHALE-HUMPBACK
1,44.282666,-66.515,WHALE-HUMPBACK
4,44.313666,-66.445333,PORPOISE-HARBOUR
5,44.325666,-66.311,PORPOISE-HARBOUR
6,44.324833,-66.4045,PORPOISE-HARBOUR
1,44.397833,-66.411333,WHALE-RIGHT
1,44.126166,-66.547333,WHALE-HUMPBACK
2,44.066166,-66.546166,WHALE-HUMPBACK
13,44.090166,-66.791166,WHALE-ATLANTIC PILOT
2,44.125333,-66.6145,WHALE-HUMPBACK
4,44.297,-66.450333,PORPOISE-HARBOUR
50,44.022666,-66.630666,WHALE-ATLANTIC PILOT
1,44.174333,-66.627333,WHALE-FIN
2,44.005333,-66.701833,WHALE-HUMPBACK
1,44.293333,-66.470833,WHALE-HUMPBACK
1,44.1245,-66.638,WHALE-HUMPBACK
1,44.393,-66.399833,WHALE-RIGHT
13,44.011333,-66.6055,WHALE-ATLANTIC PILOT
7,44.301833,-66.510166,PORPOISE-HARBOUR
1,44.074666,-66.828333,WHALE-FIN
1,44.005333,-66.701833,WHALE-HUMPBACK
1,44.117,-66.758166,WHALE-HUMPBACK
1,44.020333,-66.664166,WHALE-MINKE
2,44.362,-66.383,WHALE-MINKE
9,44.303666,-66.368333,PORPOISE-HARBOUR
2,44.011333,-66.6055,WHALE-HUMPBACK
2,44.023333,-66.582833,WHALE-HUMPBACK
3,44.335666,-66.4125,PORPOISE-HARBOUR
1,44.318833,-66.417,WHALE-HUMPBACK
7,44.2955,-66.345833,PORPOISE-HARBOUR
1,44.152333,-66.720166,WHALE-MINKE
2,44.209666,-66.603,WHALE-HUMPBACK
2,44.312333,-66.477,WHALE-HUMPBACK
2,44.195333,-66.620333,WHALE-HUMPBACK
7,44.225,-66.606166,PORPOISE-HARBOUR
2,44.234833,-66.536666,WHALE-HUMPBACK
2,44.229,-66.5545,WHALE-HUMPBACK
1,44.1245,-66.636333,WHALE-HUMPBACK
2,44.306,-66.441333,WHALE-HUMPBACK
1,44.120833,-66.6065,WHALE-HUMPBACK
2,44.281333,-66.522833,WHALE-HUMPBACK
2,44.125,-66.627333,WHALE-HUMPBACK
2,44.279666,-66.478333,WHALE-HUMPBACK
13,44.393666,-66.4155,DOLPHINS-WHITE-SIDED
2,44.147166,-66.635333,WHALE-HUMPBACK
2,44.269333,-66.497333,WHALE-HUMPBACK
2,44.323333,-66.424833,WHALE-HUMPBACK
18,44.258333,-66.499666,PORPOISE-HARBOUR
2,44.323333,-66.424833,WHALE-HUMPBACK
1,44.288333,-66.4625,WHALE-MINKE
1,44.218166,-66.594666,WHALE-MINKE
1,44.235666,-66.537,WHALE-HUMPBACK
1,44.3205,-66.4125,WHALE-HUMPBACK
1,44.365,-66.385833,WHALE-FIN
1,44.126333,-66.651333,WHALE-HUMPBACK
2,44.3365,-66.354833,WHALE-HUMPBACK
1,44.323666,-66.376833,WHALE-HUMPBACK
2,44.336833,-66.374833,WHALE-HUMPBACK
3,44.349666,-66.319333,WHALE-HUMPBACK
3,44.276833,-66.497833,WHALE-HUMPBACK
3,44.245666,-66.542166,WHALE-HUMPBACK
30,44.4125,-66.3975,DOLPHINS-WHITE-SIDED
3,44.336833,-66.374833,PORPOISE-HARBOUR
1,44.302666,-66.361666,WHALE-MINKE
2,44.352666,-66.3665,WHALE-HUMPBACK
5,44.293333,-66.356,PORPOISE-HARBOUR
2,44.316,-66.397833,WHALE-HUMPBACK
2,44.325833,-66.3915,WHALE-HUMPBACK
1,44.346166,-66.367166,WHALE-MINKE
1,44.288333,-66.479333,WHALE-HUMPBACK
2,44.2415,-66.558833,WHALE-HUMPBACK
50,44.305,-66.447166,DOLPHINS-WHITE-SIDED
5,44.273833,-66.5035,DOLPHINS-WHITE-SIDED
1,44.323666,-66.376,WHALE-HUMPBACK
6,44.327666,-66.334,PORPOISE-HARBOUR
2,44.357,-66.329,PORPOISE-HARBOUR
2,44.300833,-66.438,WHALE-HUMPBACK
2,44.346833,-66.365666,WHALE-HUMPBACK
3,44.306,-66.453333,WHALE-HUMPBACK
2,44.282666,-66.443,WHALE-HUMPBACK
3,44.313166,-66.4245,WHALE-HUMPBACK
2,44.305166,-66.438166,WHALE-HUMPBACK
3,44.286166,-66.496166,WHALE-HUMPBACK
2,44.3015,-66.453833,WHALE-HUMPBACK
2,44.3315,-66.399166,WHALE-HUMPBACK
1,44.3125,-66.417333,WHALE-MINKE
6,44.313666,-66.426166,PORPOISE-HARBOUR
4,44.318666,-66.414166,PORPOISE-HARBOUR
6,44.308666,-66.382166,PORPOISE-HARBOUR
2,44.2585,-66.523833,WHALE-HUMPBACK
1,44.319333,-66.413333,WHALE-HUMPBACK
6,44.261,-66.504333,PORPOISE-HARBOUR
1,44.2165,-66.5155,WHALE-HUMPBACK
3,44.308,-66.391666,PORPOISE-HARBOUR
7,44.322166,-66.3475,PORPOISE-HARBOUR
2,44.3005,-66.439333,WHALE-HUMPBACK
3,44.314,-66.3635,PORPOISE-HARBOUR
1,44.3375,-66.421333,WHALE-HUMPBACK
2,44.299166,-66.457833,WHALE-HUMPBACK
1,44.265833,-66.496166,WHALE-HUMPBACK
4,44.307,-66.3695,PORPOISE-HARBOUR
4,44.267666,-66.524666,WHALE-HUMPBACK
3,44.307,-66.361333,PORPOISE-HARBOUR
2,44.295333,-66.421333,WHALE-HUMPBACK
4,44.2995,-66.400166,PORPOISE-HARBOUR
1,44.302666,-66.371833,WHALE-HUMPBACK
2,44.293833,-66.451666,WHALE-HUMPBACK
2,44.301333,-66.4395,WHALE-HUMPBACK
25,44.321333,-66.443333,DOLPHINS-WHITE-SIDED
1,44.348166,-66.364833,WHALE-HUMPBACK
2,44.314166,-66.417166,WHALE-HUMPBACK
2,44.3175,-66.397833,WHALE-HUMPBACK
2,44.3065,-66.445,WHALE-HUMPBACK
2,44.292333,-66.454166,WHALE-HUMPBACK
2,44.319666,-66.439166,WHALE-HUMPBACK
1,44.295166,-66.45,WHALE-HUMPBACK
3,44.3065,-66.445,WHALE-HUMPBACK
1,44.294333,-66.481166,WHALE-HUMPBACK
3,44.316666,-66.409333,WHALE-HUMPBACK
2,44.321833,-66.399166,WHALE-HUMPBACK
2,44.3155,-66.431833,WHALE-HUMPBACK
2,44.3005,-66.485666,WHALE-HUMPBACK
1,44.3195,-66.395,WHALE-MINKE
1,44.284666,-66.472333,WHALE-HUMPBACK
2,44.299333,-66.451,WHALE-HUMPBACK
3,44.298166,-66.401333,PORPOISE-HARBOUR
2,44.219666,-66.522833,WHALE-HUMPBACK
3,44.3375,-66.421333,PORPOISE-HARBOUR
1,44.2625,-66.526166,WHALE-HUMPBACK
2,44.3185,-66.409833,WHALE-HUMPBACK
2,44.306666,-66.4185,WHALE-HUMPBACK
1,44.328166,-66.3995,WHALE-HUMPBACK
2,44.320666,-66.398666,WHALE-HUMPBACK
2,44.3005,-66.458833,WHALE-HUMPBACK
1,44.314833,-66.367,WHALE-MINKE
2,44.336833,-66.415,WHALE-HUMPBACK
2,44.323166,-66.408333,WHALE-HUMPBACK
1,44.314333,-66.4375,WHALE-HUMPBACK
2,44.308833,-66.431,WHALE-HUMPBACK
5,44.395666,-66.341833,WHALE-FIN
2,44.227833,-66.521166,WHALE-HUMPBACK
3,44.292333,-66.479,WHALE-HUMPBACK
4,44.2715,-66.342166,PORPOISE-HARBOUR
1,44.328666,-66.437666,WHALE-HUMPBACK
2,44.311833,-66.430833,WHALE-FIN
2,44.361166,-66.397666,WHALE-HUMPBACK
2,44.3075,-66.434166,WHALE-HUMPBACK
1,44.321833,-66.399166,WHALE-HUMPBACK
3,44.318166,-66.433166,PORPOISE-HARBOUR
2,44.319666,-66.439166,WHALE-HUMPBACK
1,44.3195,-66.387666,WHALE-MINKE
2,44.294666,-66.482833,WHALE-HUMPBACK
4,44.289333,-66.485166,PORPOISE-HARBOUR
1,44.289333,-66.445666,WHALE-HUMPBACK
7,44.2905,-66.341166,PORPOISE-HARBOUR
4,44.282333,-66.385833,PORPOISE-HARBOUR
1,44.289166,-66.476666,WHALE-HUMPBACK
2,44.252333,-66.409,PORPOISE-HARBOUR
9,44.283666,-66.339166,PORPOISE-HARBOUR
2,44.286,-66.4825,WHALE-HUMPBACK
1,44.266333,-66.481333,WHALE-MINKE
2,44.225166,-66.459833,WHALE-HUMPBACK
3,44.3135,-66.441833,WHALE-HUMPBACK
2,44.303833,-66.498833,WHALE-HUMPBACK
3,44.295666,-66.459,PORPOISE-HARBOUR
1,44.293,-66.439333,WHALE-HUMPBACK
2,44.392666,-66.349,WHALE-FIN
6,44.303333,-66.348166,PORPOISE-HARBOUR
3,44.2845,-66.359333,PORPOISE-HARBOUR
11,44.294,-66.3615,PORPOISE-HARBOUR
1,44.268833,-66.343666,WHALE-MINKE
1,44.406,-66.346166,WHALE-FIN
1,44.332833,-66.4165,WHALE-HUMPBACK
3,44.297833,-66.408833,PORPOISE-HARBOUR
1,44.236,-66.479166,WHALE-HUMPBACK
2,44.318666,-66.383666,WHALE-HUMPBACK
2,44.330666,-66.406833,WHALE-HUMPBACK
2,44.324666,-66.4155,WHALE-HUMPBACK
2,44.190166,-66.583666,WHALE-HUMPBACK
2,44.327666,-66.367833,PORPOISE-HARBOUR
3,44.346166,-66.451166,WHALE-HUMPBACK
1,44.419166,-66.363833,WHALE-FIN
2,44.342,-66.389833,WHALE-HUMPBACK
2,44.307333,-66.387,PORPOISE-HARBOUR
1,44.3065,-66.515166,WHALE-HUMPBACK
2,44.3065,-66.434833,WHALE-HUMPBACK
5,44.255166,-66.421833,PORPOISE-HARBOUR
6,44.292833,-66.355,PORPOISE-HARBOUR
9,44.304166,-66.351333,PORPOISE-HARBOUR
2,44.2225,-66.518333,WHALE-HUMPBACK
7,44.293833,-66.355333,PORPOISE-HARBOUR
200,44.3065,-66.515166,DOLPHINS-WHITE-SIDED
1,44.341666,-66.396666,WHALE-HUMPBACK
11,44.294333,-66.3645,PORPOISE-HARBOUR
1,44.336333,-66.403666,WHALE-HUMPBACK
5,44.281333,-66.380666,PORPOISE-HARBOUR
2,44.353666,-66.352333,WHALE-HUMPBACK
2,44.313333,-66.4205,WHALE-HUMPBACK
3,44.310166,-66.450166,PORPOISE-HARBOUR
2,44.316,-66.3715,PORPOISE-HARBOUR
6,44.303333,-66.375166,PORPOISE-HARBOUR
1,44.303,-66.431166,WHALE-MINKE
3,44.233833,-66.5255,WHALE-HUMPBACK
1,44.303,-66.431166,WHALE-MINKE
1,44.307166,-66.48,WHALE-HUMPBACK
2,44.338666,-66.369333,WHALE-HUMPBACK
1,44.330333,-66.390333,WHALE-HUMPBACK
1,44.303,-66.431166,WHALE-MINKE
2,44.355333,-66.415666,WHALE-FIN
2,44.3115,-66.443166,WHALE-HUMPBACK
2,44.2975,-66.462,WHALE-HUMPBACK
2,44.29,-66.433166,WHALE-HUMPBACK
2,44.2855,-66.466,WHALE-HUMPBACK
1,44.263333,-66.440166,PORPOISE-HARBOUR
5,44.223833,-66.453833,PORPOISE-HARBOUR
1,44.304,-66.449833,WHALE-HUMPBACK
3,44.275833,-66.397,PORPOISE-HARBOUR
3,44.318,-66.412,PORPOISE-HARBOUR
6,44.305166,-66.4115,PORPOISE-HARBOUR
1,44.330333,-66.390333,WHALE-MINKE
1,44.303,-66.431166,WHALE-HUMPBACK
1,44.347666,-66.4095,WHALE-HUMPBACK
2,44.299333,-66.442833,WHALE-HUMPBACK
3,44.241,-66.454,WHALE-HUMPBACK
2,44.358166,-66.341833,WHALE-HUMPBACK
3,44.323833,-66.427,WHALE-HUMPBACK
1,44.308333,-66.421666,WHALE-HUMPBACK
200,44.3555,-66.445833,DOLPHINS-WHITE-SIDED
1,44.355333,-66.415666,WHALE-MINKE
4,44.296833,-66.380833,PORPOISE-HARBOUR
1,44.286333,-66.5035,WHALE-HUMPBACK
5,44.213166,-66.421,PORPOISE-HARBOUR
1,44.293166,-66.461166,WHALE-HUMPBACK
2,44.347166,-66.445166,WHALE-HUMPBACK
18,44.359666,-66.413166,PORPOISE-HARBOUR
3,44.334333,-66.449666,WHALE-HUMPBACK
2,44.2155,-66.5245,WHALE-HUMPBACK
2,44.361166,-66.4115,WHALE-HUMPBACK
1,44.344,-66.402666,WHALE-HUMPBACK
1,44.359666,-66.413166,WHALE-HUMPBACK
2,44.377,-66.3945,WHALE-RIGHT
1,44.303,-66.431166,WHALE-HUMPBACK
1,44.347666,-66.4095,WHALE-HUMPBACK
2,44.32,-66.427833,WHALE-HUMPBACK
1,44.3555,-66.445833,WHALE-HUMPBACK
3,44.269666,-66.469833,WHALE-HUMPBACK
2,44.304,-66.463666,WHALE-HUMPBACK
