individualCount,decimalLatitude,decimalLongitude,vernacularName
2,44.417,-66.701333,WHALE-HUMPBACK
1,44.308,-66.382666,WHALE-MINKE
1,44.35,-66.303833,WHALE-MINKE
2,44.378833,-66.606833,WHALE-HUMPBACK
2,44.296,-66.645333,WHALE-HUMPBACK
1,44.271,-66.5795,WHALE-FIN
1,44.408833,-66.611166,WHALE-MINKE
1,44.325833,-66.357666,WHALE-HUMPBACK
1,44.2275,-66.4505,WHALE-MINKE
1,44.297666,-66.397833,WHALE-MINKE
1,44.232666,-66.56,WHALE-MINKE
2,44.2535,-66.552666,WHALE-HUMPBACK
2,44.3485,-66.477166,WHALE-MINKE
1,44.4235,-66.737,WHALE-MINKE
1,44.333833,-66.368666,WHALE-MINKE
1,44.326666,-66.481333,WHALE-MINKE
1,44.342833,-66.343666,WHALE-MINKE
1,44.265666,-66.512333,WHALE-MINKE
1,44.298833,-66.484666,WHALE-MINKE
1,44.285333,-66.34,WHALE-MINKE
1,44.314,-66.487333,WHALE-MINKE
1,44.293333,-66.344166,WHALE-MINKE
1,44.331333,-66.415,WHALE-MINKE
1,44.459,-66.282,WHALE-MINKE
1,44.265,-66.631833,WHALE-FIN
1,44.425333,-66.2505,WHALE-MINKE
1,44.377,-66.288333,WHALE-MINKE
1,44.309666,-66.441166,WHALE-MINKE
1,44.351166,-66.382,WHALE-HUMPBACK
4,44.376666,-66.5135,WHALE-FIN
1,44.277333,-66.601166,WHALE-MINKE
1,44.307,-66.442,WHALE-MINKE
1,44.385666,-66.293333,WHALE-MINKE
1,44.399,-66.7225,WHALE-MINKE
1,44.332166,-66.4625,WHALE-MINKE
1,44.2975,-66.379333,WHALE-MINKE
1,44.334666,-66.439833,WHALE-MINKE
1,44.325666,-66.4085,WHALE-MINKE
1,44.280833,-66.339166,WHALE-MINKE
1,44.285166,-66.492166,WHALE-MINKE
1,44.2925,-66.496666,WHALE-MINKE
1,44.296666,-66.3445,WHALE-MINKE
1,44.338166,-66.406666,WHALE-MINKE
1,44.299333,-66.462833,WHALE-MINKE
2,44.370333,-66.328666,WHALE-MINKE
1,44.317833,-66.450166,WHALE-MINKE
1,44.3605,-66.36,WHALE-HUMPBACK
1,44.302166,-66.433333,WHALE-MINKE
1,44.320166,-66.419666,WHALE-MINKE
1,44.304666,-66.435,WHALE-MINKE
1,44.2885,-66.546666,WHALE-MINKE
1,44.3055,-66.384,WHALE-MINKE
1,44.267166,-66.524833,WHALE-MINKE
1,44.3435,-66.354,WHALE-MINKE
2,44.32233,-66.38833,WHALE-HUMPBACK
1,44.312166,-66.44,WHALE-MINKE
1,44.215666,-66.581,WHALE-MINKE
1,44.277166,-66.34,WHALE-MINKE
1,44.345833,-66.328666,WHALE-MINKE
1,44.417,-66.701333,WHALE-MINKE
1,44.324666,-66.418166,WHALE-MINKE
1,44.3575,-66.3325,WHALE-MINKE
1,44.216666,-66.4315,WHALE-MINKE
5,44.368,-66.36767,DOLPHINS-WHITE-SIDED
1,44.337666,-66.461333,WHALE-MINKE
1,44.43717,-66.40067,WHALE-HUMPBACK
1,44.299333,-66.457666,WHALE-MINKE
1,44.323,-66.3875,WHALE-HUMPBACK
1,44.36783,-66.438,WHALE-HUMPBACK
3,44.2755,-66.40917,PORPOISE-HARBOUR
1,44.314666,-66.432333,WHALE-MINKE
1,44.2575,-66.494,WHALE-HUMPBACK
4,44.313,-66.35383,PORPOISE-HARBOUR
1,44.33617,-66.37567,WHALE-HUMPBACK
1,44.419833,-66.3925,WHALE-MINKE
2,44.41767,-66.322,WHALE-HUMPBACK
1,44.297666,-66.469333,WHALE-MINKE
1,44.326666,-66.373166,WHALE-MINKE
1,44.305333,-66.375333,WHALE-MINKE
1,44.371,-66.767166,WHALE-MINKE
1,44.334333,-66.3725,WHALE-MINKE
1,44.34567,-66.3625,WHALE-HUMPBACK
1,44.3685,-66.36117,WHALE-HUMPBACK
2,44.308,-66.434,WHALE-HUMPBACK
1,44.37583,-66.373,WHALE-HUMPBACK
1,44.337,-66.37333,WHALE-HUMPBACK
1,44.304166,-66.451666,WHALE-MINKE
1,44.34533,-66.4285,WHALE-HUMPBACK
7,44.311,-66.40167,PORPOISE-HARBOUR
1,44.32,-66.382,WHALE-MINKE
2,44.3295,-66.4215,WHALE-FIN
2,44.3465,-66.3425,WHALE-HUMPBACK
1,44.35617,-66.35533,WHALE-HUMPBACK
1,44.3775,-66.38183,PORPOISE-HARBOUR
2,44.32967,-66.3525,WHALE-HUMPBACK
1,44.31583,-66.38067,WHALE-HUMPBACK
1,44.3245,-66.38217,WHALE-MINKE
3,44.3095,-66.378,PORPOISE-HARBOUR
1,44.33383,-66.42233,PORPOISE-HARBOUR
1,44.444833,-66.340166,WHALE-MINKE
5,44.29633,-66.3695,PORPOISE-HARBOUR
2,44.3055,-66.42233,WHALE-HUMPBACK
2,44.341,-66.353,PORPOISE-HARBOUR
1,44.343,-66.354,WHALE-HUMPBACK
2,44.32567,-66.382,PORPOISE-HARBOUR
8,44.31167,-66.34467,PORPOISE-HARBOUR
1,44.328333,-66.3995,WHALE-MINKE
2,44.3415,-66.352,PORPOISE-HARBOUR
3,44.29567,-66.43317,WHALE-HUMPBACK
1,44.36517,-66.35633,WHALE-HUMPBACK
1,44.41767,-66.322,WHALE-FIN
11,44.30017,-66.339,PORPOISE-HARBOUR
2,44.23867,-66.45683,WHALE-HUMPBACK
2,44.38,-66.31917,WHALE-HUMPBACK
1,44.36267,-66.34567,WHALE-MINKE
1,44.36533,-66.3345,WHALE-FIN
1,44.34117,-66.34817,PORPOISE-HARBOUR
1,44.345,-66.39,WHALE-MINKE
2,44.2995,-66.40517,PORPOISE-HARBOUR
40,44.3205,-66.42367,DOLPHINS-WHITE-SIDED
3,44.405,-66.73333,WHALE-HUMPBACK
17,44.41033,-66.30583,DOLPHINS-WHITE-SIDED
1,44.33383,-66.386,WHALE-HUMPBACK
100,44.351,-66.3725,DOLPHINS-WHITE-SIDED
2,44.32167,-66.40967,WHALE-HUMPBACK
2,44.31167,-66.35983,PORPOISE-HARBOUR
1,44.32717,-66.38267,WHALE-HUMPBACK
1,44.315,-66.48667,WHALE-FIN
5,44.33717,-66.407,PORPOISE-HARBOUR
2,44.32783,-66.39167,WHALE-HUMPBACK
7,44.309,-66.354,PORPOISE-HARBOUR
4,44.31717,-66.41717,WHALE-HUMPBACK
3,44.30017,-66.62117,WHALE-HUMPBACK
2,44.29433,-66.36917,PORPOISE-HARBOUR
1,44.3635,-66.331,WHALE-HUMPBACK
2,44.36267,-66.36617,WHALE-HUMPBACK
1,44.41767,-66.322,WHALE-FIN
3,44.33617,-66.37417,WHALE-HUMPBACK
1,44.32417,-66.40833,WHALE-MINKE
2,44.32983,-66.42383,WHALE-FIN
1,44.277,-66.5425,WHALE-HUMPBACK
1,44.346,-66.33733,WHALE-MINKE
1,44.31883,-66.44833,WHALE-FIN
2,44.311,-66.456,WHALE-HUMPBACK
3,44.3225,-66.40283,WHALE-MINKE
1,44.346,-66.33733,WHALE-MINKE
1,44.35617,-66.338,WHALE-HUMPBACK
1,44.274,-66.47117,WHALE-HUMPBACK
3,44.22017,-66.54533,WHALE-HUMPBACK
2,44.335,-66.455,WHALE-FIN
2,44.3905,-66.61283,WHALE-HUMPBACK
1,44.30217,-66.47333,WHALE-HUMPBACK
3,44.29583,-66.42883,WHALE-HUMPBACK
3,44.3345,-66.39417,WHALE-HUMPBACK
2,44.31533,-66.31533,WHALE-MINKE
1,44.22733,-66.60667,WHALE-FIN
2,44.343,-66.3645,PORPOISE-HARBOUR
2,44.32367,-66.39717,WHALE-HUMPBACK
4,44.2835,-66.467833,PORPOISE-HARBOUR
1,44.27933,-66.49867,WHALE-MINKE
1,44.36933,-66.31083,WHALE-HUMPBACK
3,44.312833,-66.352833,PORPOISE-HARBOUR
1,44.346,-66.373,WHALE-MINKE
1,44.28767,-66.35367,WHALE-MINKE
100,44.304666,-66.457333,DOLPHINS-WHITE-SIDED
1,44.21417,-66.62983,WHALE-MINKE
2,44.2245,-66.60867,PORPOISE-HARBOUR
2,44.21667,-66.62517,WHALE-HUMPBACK
3,44.412666,-66.354,WHALE-HUMPBACK
27,44.3905,-66.61283,DOLPHINS-WHITE-SIDED
3,44.227,-66.54833,PORPOISE-HARBOUR
5,44.23317,-66.619,WHALE-HUMPBACK
2,44.3405,-66.3865,WHALE-HUMPBACK
1,44.18233,-66.4745,PORPOISE-HARBOUR
3,44.43083,-66.3175,WHALE-HUMPBACK
1,44.28767,-66.35367,WHALE-MINKE
1,44.325,-66.4195,PORPOISE-HARBOUR
1,44.330666,-66.4335,PORPOISE-HARBOUR
2,44.32367,-66.42133,WHALE-HUMPBACK
3,44.33033,-66.418,WHALE-HUMPBACK
1,44.299,-66.432666,PORPOISE-HARBOUR
4,44.278,-66.47317,WHALE-HUMPBACK
4,44.291,-66.45583,PORPOISE-HARBOUR
2,44.3295,-66.408666,WHALE-HUMPBACK
1,44.29883,-66.37933,WHALE-HUMPBACK
1,44.287333,-67.0005,WHALE-FIN
1,44.3615,-66.430833,WHALE-RIGHT
1,44.627166,-66.414833,WHALE-RIGHT
2,44.2265,-66.61833,WHALE-HUMPBACK
3,44.317333,-66.261666,PORPOISE-HARBOUR
2,44.2905,-66.4755,WHALE-MINKE
1,44.22217,-66.61133,WHALE-HUMPBACK
25,44.201833,-66.5775,PORPOISE-HARBOUR
2,44.343333,-66.3755,PORPOISE-HARBOUR
2,44.401333,-66.237333,PORPOISE-HARBOUR
3,44.265166,-66.552833,PORPOISE-HARBOUR
2,44.355833,-66.315666,PORPOISE-HARBOUR
2,44.293333,-66.474166,PORPOISE-HARBOUR
3,44.219833,-66.5515,PORPOISE-HARBOUR
1,44.3375,-66.3965,PORPOISE-HARBOUR
1,44.345333,-66.371666,WHALE-HUMPBACK
2,44.585166,-66.4455,WHALE-RIGHT
1,44.557333,-66.424833,WHALE-RIGHT
3,44.3375,-66.386,PORPOISE-HARBOUR
3,44.248666,-66.563,PORPOISE-HARBOUR
22,44.38267,-66.3465,DOLPHINS-WHITE-SIDED
4,44.3575,-66.363666,PORPOISE-HARBOUR
3,44.134333,-66.326666,PORPOISE-HARBOUR
1,44.229,-66.553166,PORPOISE-HARBOUR
1,44.1775,-67.089666,WHALE-HUMPBACK
1,44.628166,-66.4795,WHALE-RIGHT
3,44.824666,-66.718166,WHALE-MINKE
2,44.812,-66.770833,WHALE-MINKE
1,44.250833,-66.546166,WHALE-MINKE
2,44.6055,-66.4125,WHALE-RIGHT
3,44.331833,-66.3835,PORPOISE-HARBOUR
2,44.2545,-66.364166,PORPOISE-HARBOUR
2,44.5375,-66.2765,WHALE-RIGHT
2,44.583166,-66.444,WHALE-RIGHT
4,44.806833,-66.755166,WHALE-MINKE
1,44.3385,-66.3585,WHALE-MINKE
1,44.259666,-66.577333,PORPOISE-HARBOUR
1,44.226666,-67.045333,WHALE-RIGHT
2,44.616833,-66.509833,WHALE-RIGHT
2,44.408,-66.237333,PORPOISE-HARBOUR
1,44.309333,-66.472166,WHALE-MINKE
1,44.3595,-66.383166,WHALE-FIN
3,44.598333,-66.601666,WHALE-MINKE
1,44.332,-66.331,WHALE-MINKE
1,44.2245,-66.60867,WHALE-HUMPBACK
1,44.24617,-66.55417,WHALE-HUMPBACK
2,44.602,-66.509833,WHALE-MINKE
1,44.566,-66.488,PORPOISE-HARBOUR
2,44.579,-66.602666,WHALE-MINKE
1,44.798166,-66.739,WHALE-MINKE
2,44.812333,-66.742,WHALE-MINKE
1,44.308666,-66.4695,WHALE-MINKE
2,44.813833,-66.765833,WHALE-MINKE
1,44.2705,-66.5085,WHALE-MINKE
5,44.576666,-66.58,WHALE-MINKE
1,44.363,-66.644833,WHALE-RIGHT
2,44.567833,-66.601,WHALE-MINKE
2,44.224333,-67.047166,WHALE-FIN
4,44.822833,-66.753166,WHALE-MINKE
2,44.808666,-66.757833,WHALE-MINKE
1,44.806333,-66.772166,WHALE-MINKE
3,44.558666,-66.578833,WHALE-MINKE
1,44.689166,-66.673,WHALE-MINKE
2,44.738,-66.708833,WHALE-MINKE
3,44.800833,-66.772666,WHALE-MINKE
2,44.806166,-66.778666,WHALE-MINKE
8,44.583333,-64.016666,PORPOISE-HARBOUR
1,43.516666,-64,WHALE-HUMPBACK
4,44.361666,-66.359,PORPOISE-HARBOUR
6,44.124333,-66.381333,PORPOISE-HARBOUR
1,44.744,-66.709833,WHALE-MINKE
2,44.802833,-66.748166,WHALE-MINKE
2,44.807833,-66.7725,WHALE-MINKE
1,44.643333,-66.662,SHARK-BASKING
2,44.614,-66.633333,WHALE-MINKE
50,42.616666,-64.55,DOLPHINS (NS)
2,44.663333,-66.489333,WHALE-RIGHT
2,44.608333,-66.520666,WHALE-RIGHT
4,44.65,-66.499833,WHALE-RIGHT
2,44.616,-66.5985,WHALE-MINKE
1,44.683333,-66.660666,SHARK-BASKING
6,44.603333,-66.490833,WHALE-RIGHT
1,44.332333,-66.366333,WHALE-MINKE
2,44.595,-66.482333,WHALE-RIGHT
3,44.820666,-66.749333,WHALE-MINKE
1,44.376833,-66.419166,WHALE-MINKE
2,44.326333,-66.366333,WHALE-MINKE
2,44.61,-66.467166,WHALE-RIGHT
1,44.324666,-66.474,WHALE-MINKE
3,44.506666,-66.481833,WHALE-RIGHT
10,43.05,-64.35,DOLPHINS-COMMON
1,44.64,-66.594166,WHALE-RIGHT
1,44.365666,-66.396166,WHALE-FIN
1,43.03,-65.07,WHALE-SEI
2,44.655,-66.594166,WHALE-RIGHT
8,44.643333,-66.546,WHALE-RIGHT
1,44.655,-66.5065,SHARK-BASKING
1,44.338166,-66.354833,WHALE-MINKE
1,44.13,-63.78,WHALE-FIN
1,42.42,-63.42,WHALE-SEI
1,43.02,-65.1,WHALE-SEI
8,44.626666,-66.535666,WHALE-RIGHT
1,43.33,-65.03,WHALE-FIN
1,43.73,-63.5,WHALE-FIN
3,44.6,-66.4775,WHALE-RIGHT
2,44.596666,-66.564666,WHALE-RIGHT
1,42.72,-64.12,WHALE-FIN
1,42.83,-65.5,WHALE-SEI
1,44,-63.43,WHALE-FIN
1,44.382166,-66.415833,WHALE-MINKE
1,44.653333,-66.587666,WHALE-RIGHT
2,44.576666,-66.510333,WHALE-RIGHT
1,42.5,-63.45,WHALE-SEI
1,44.25,-58.05,WHALE-HUMPBACK
1,43.48,-64.98,WHALE-FIN
2,44.608333,-66.546833,WHALE-RIGHT
2,44.8065,-66.779666,WHALE-MINKE
1,42.85,-65.53,WHALE-SEI
1,44.601666,-66.4845,WHALE-RIGHT
1,42.75,-66.33,WHALE-FIN
1,44.07,-58.92,WHALE-FIN
1,42.03,-65.38,WHALE-SEI
1,44.949833,-66.927166,WHALE-MINKE
1,44.33167,-66.39383,WHALE-MINKE
8,43.066666,-61.6,WHALE-ATLANTIC PILOT
1,41.93,-65.6,WHALE-SEI
1,42.75,-66.13,WHALE-FIN
1,41.53,-65.73,WHALE-SPERM
1,44.23067,-66.5505,WHALE-MINKE
1,43.5,-64.8,WHALE-FIN
1,43.62,-62.9,WHALE-FIN
1,44.33167,-66.39383,WHALE-HUMPBACK
2,44.33817,-66.40883,WHALE-HUMPBACK
1,43.2,-65.08,WHALE-FIN
1,42.48,-63.32,WHALE-SEI
2,43.5,-62.17,WHALE-HUMPBACK
1,43.18,-65.2,WHALE-FIN
1,44,-62.58,WHALE-FIN
3,44.30933,-66.44967,WHALE-HUMPBACK
2,42.9,-64.12,WHALE-HUMPBACK
2,44.623333,-66.515166,WHALE-RIGHT
4,44.68,-66.5185,WHALE-RIGHT
6,43.3,-61.133333,WHALE-ATLANTIC PILOT
2,44.32117,-66.40067,WHALE-HUMPBACK
2,44.302,-66.48383,WHALE-HUMPBACK
1,43.07,-63.07,WHALE-HUMPBACK
2,44.636666,-66.544333,WHALE-RIGHT
1,42.48,-67,WHALE-SEI
2,44.21783,-66.51267,WHALE-HUMPBACK
1,42.85,-65.5,WHALE-SEI
2,44.32233,-66.38783,WHALE-HUMPBACK
3,44.30583,-66.40267,WHALE-HUMPBACK
7,44.31833,-66.4215,PORPOISE-HARBOUR
1,44.2485,-66.55417,WHALE-HUMPBACK
1,44.31717,-66.38333,WHALE-MINKE
3,43.42,-62.17,WHALE-HUMPBACK
2,44.263,-66.54367,DOLPHINS-WHITE-SIDED
4,44.318,-66.4035,WHALE-HUMPBACK
2,44.31383,-66.38733,WHALE-HUMPBACK
2,44.3065,-66.42717,WHALE-HUMPBACK
2,44.313,-66.44183,WHALE-HUMPBACK
17,44.28567,-66.42533,PORPOISE-HARBOUR
1,44.3245,-66.393,WHALE-HUMPBACK
2,44.33417,-66.40533,WHALE-HUMPBACK
1,44.31217,-66.3805,WHALE-HUMPBACK
1,44.3225,-66.403,WHALE-HUMPBACK
1,44.323,-66.438,WHALE-MINKE
2,44.32367,-66.506,WHALE-HUMPBACK
2,44.33317,-66.44683,WHALE-HUMPBACK
1,43.92,-62.75,WHALE-FIN
1,42.82,-65.42,WHALE-SEI
2,44.32483,-66.40533,WHALE-HUMPBACK
1,42.9,-62.97,WHALE-FIN
2,44.31133,-66.41867,WHALE-HUMPBACK
2,44.40017,-66.69367,PORPOISE-HARBOUR
3,44.31517,-66.42067,WHALE-HUMPBACK
1,44.2565,-66.49883,WHALE-HUMPBACK
1,44.2675,-66.52433,PORPOISE-HARBOUR
2,44.2125,-66.37967,PORPOISE-HARBOUR
2,44.318,-66.40617,WHALE-HUMPBACK
1,44.3245,-66.393,WHALE-HUMPBACK
1,44.39983,-66.33467,PORPOISE-HARBOUR
1,44.2995,-66.45067,WHALE-FIN
2,44.33,-66.40667,WHALE-HUMPBACK
2,44.29633,-66.35667,WHALE-HUMPBACK
1,42.9,-62.42,WHALE-SEI
1,44.3445,-66.37717,WHALE-HUMPBACK
1,44.32717,-66.43667,PORPOISE-HARBOUR
1,44.20333,-66.61167,WHALE-HUMPBACK
1,44.3315,-66.38117,WHALE-HUMPBACK
1,44.32483,-66.40533,WHALE-HUMPBACK
1,44.20333,-66.61167,WHALE-HUMPBACK
1,44.491,-66.24367,WHALE-HUMPBACK
1,44.27883,-66.341,WHALE-MINKE
3,44.491,-66.24367,WHALE-HUMPBACK
2,44.31317,-66.4515,WHALE-HUMPBACK
2,44.296,-66.39817,PORPOISE-HARBOUR
1,44.32867,-66.43817,WHALE-MINKE
2,44.32267,-66.38933,WHALE-HUMPBACK
4,44.31483,-66.38617,PORPOISE-HARBOUR
1,44.39717,-66.72917,WHALE-HUMPBACK
2,44.26033,-66.51817,WHALE-HUMPBACK
12,44.34733,-66.35967,DOLPHINS-WHITE-SIDED
1,44.29183,-66.48133,WHALE-HUMPBACK
1,44.29183,-66.48133,WHALE-HUMPBACK
1,44.2245,-66.57967,WHALE-HUMPBACK
1,44.32517,-66.42083,PORPOISE-HARBOUR
2,44.3245,-66.35267,PORPOISE-HARBOUR
1,44.2125,-66.37967,PORPOISE-HARBOUR
1,44.2905,-66.482,WHALE-FIN
8,44.29917,-66.45783,WHALE-HUMPBACK
1,44.29733,-66.36783,PORPOISE-HARBOUR
2,44.3775,-66.733,WHALE-HUMPBACK
4,44.30983,-66.39533,PORPOISE-HARBOUR
1,44.31567,-66.42067,WHALE-HUMPBACK
1,44.30933,-66.32783,WHALE-HUMPBACK
2,44.3305,-66.35233,WHALE-HUMPBACK
2,44.23483,-66.558,WHALE-HUMPBACK
2,44.326,-66.38633,PORPOISE-HARBOUR
2,44.2805,-66.46367,WHALE-HUMPBACK
3,44.32017,-66.42567,WHALE-HUMPBACK
3,44.32367,-66.41633,WHALE-HUMPBACK
1,44.39517,-66.73517,WHALE-MINKE
1,44.339,-66.33283,WHALE-HUMPBACK
2,44.20333,-66.61167,WHALE-HUMPBACK
1,44.24733,-66.5195,WHALE-MINKE
50,44.40067,-66.71667,DOLPHINS-WHITE-SIDED
17,44.39333,-66.71417,DOLPHINS-WHITE-SIDED
2,44.20333,-66.61167,WHALE-HUMPBACK
2,44.361,-66.84383,WHALE-HUMPBACK
2,44.30133,-66.45683,WHALE-HUMPBACK
1,44.307,-66.476,WHALE-MINKE
5,44.32367,-66.41633,WHALE-HUMPBACK
1,44.381,-66.61283,WHALE-HUMPBACK
1,44.33333,-66.59033,WHALE-RIGHT
2,44.29417,-66.4695,WHALE-HUMPBACK
7,44.316,-66.36867,PORPOISE-HARBOUR
1,44.34317,-66.33,WHALE-FIN
1,44.361,-66.84383,WHALE-HUMPBACK
1,44.3345,-66.36317,WHALE-FIN
1,44.364,-66.78983,WHALE-MINKE
1,44.3525,-66.467,WHALE-MINKE
2,44.39933,-66.71317,WHALE-HUMPBACK
1,44.7265,-66.701333,WHALE-MINKE
1,44.7605,-66.732833,WHALE-MINKE
2,44.3175,-66.37733,PORPOISE-HARBOUR
2,44.42867,-66.32117,WHALE-HUMPBACK
1,44.3385,-66.45183,WHALE-HUMPBACK
2,44.25933,-66.52883,WHALE-HUMPBACK
5,44.21467,-66.6075,PORPOISE-HARBOUR
7,44.31767,-66.36717,PORPOISE-HARBOUR
7,44.3045,-66.36017,PORPOISE-HARBOUR
1,44.28833,-66.354,WHALE-FIN
1,44.802666,-66.7295,WHALE-MINKE
1,44.780833,-66.7365,WHALE-MINKE
1,44.754,-66.727833,WHALE-MINKE
5,44.34183,-66.34383,PORPOISE-HARBOUR
1,44.28717,-66.34,WHALE-MINKE
1,44.728166,-66.707333,WHALE-MINKE
1,44.8195,-66.738333,WHALE-MINKE
1,44.3385,-66.37183,WHALE-MINKE
1,44.30133,-66.45683,WHALE-HUMPBACK
1,44.571833,-66.609333,WHALE-MINKE
4,44.33417,-66.3385,PORPOISE-HARBOUR
1,44.745166,-66.725666,WHALE-MINKE
2,44.29467,-66.45083,WHALE-HUMPBACK
9,44.30267,-66.36167,PORPOISE-HARBOUR
1,44.8195,-66.6825,WHALE-MINKE
1,44.36067,-66.79017,WHALE-MINKE
1,44.7485,-66.718833,WHALE-MINKE
1,44.7765,-66.7355,WHALE-MINKE
12,44.661833,-66.652833,PORPOISE-HARBOUR
1,44.581666,-66.601666,WHALE-MINKE
1,44.8055,-66.771333,WHALE-MINKE
1,44.7385,-66.715833,WHALE-MINKE
1,44.782833,-66.735666,WHALE-MINKE
1,44.581666,-66.6,WHALE-MINKE
1,44.810333,-66.7625,WHALE-MINKE
4,44.4125,-66.68417,PORPOISE-HARBOUR
10,44.728333,-66.663333,PORPOISE-HARBOUR
1,44.3045,-66.36017,WHALE-MINKE
3,44.23617,-66.57817,WHALE-HUMPBACK
1,44.785666,-66.747,WHALE-MINKE
1,44.810833,-66.727333,WHALE-MINKE
1,44.800833,-66.768333,WHALE-MINKE
22,44.822666,-66.753833,PORPOISE-HARBOUR
10,44.808666,-66.757833,PORPOISE-HARBOUR
8,44.606666,-66.593333,PORPOISE-HARBOUR
20,44.820666,-66.749333,PORPOISE-HARBOUR
1,44.785833,-66.756,WHALE-MINKE
1,44.8075,-66.736333,WHALE-MINKE
1,44.726666,-66.696666,WHALE-MINKE
1,44.799833,-66.767666,WHALE-MINKE
1,44.803,-66.792833,WHALE-MINKE
8,44.805166,-66.786166,PORPOISE-HARBOUR
12,44.733,-66.665166,PORPOISE-HARBOUR
1,44.32617,-66.37983,WHALE-HUMPBACK
50,44.809833,-66.768666,PORPOISE-HARBOUR
15,44.808,-66.7675,PORPOISE-HARBOUR
1,44.790166,-66.724333,WHALE-MINKE
14,44.7245,-66.682166,PORPOISE-HARBOUR
10,44.689,-66.399333,PORPOISE-HARBOUR
10,44.8055,-66.771333,PORPOISE-HARBOUR
1,44.779166,-66.7495,WHALE-MINKE
1,44.648333,-66.646666,WHALE-MINKE
9,44.825166,-66.686166,PORPOISE-HARBOUR
15,44.815833,-66.751333,PORPOISE-HARBOUR
17,44.615,-66.625,PORPOISE-HARBOUR
7,44.6725,-66.546,PORPOISE-HARBOUR
7,44.775666,-66.731166,PORPOISE-HARBOUR
10,44.806833,-66.769,PORPOISE-HARBOUR
1,43.03,-65.52,WHALE-HUMPBACK
7,44.8615,-66.717166,PORPOISE-HARBOUR
7,44.576166,-66.596333,PORPOISE-HARBOUR
1,44.51,-66.63,WHALE-MINKE
30,44.805333,-66.775,PORPOISE-HARBOUR
5,44.761166,-66.693166,PORPOISE-HARBOUR
1,44.570666,-66.597666,WHALE-MINKE
8,44.8365,-66.796833,PORPOISE-HARBOUR
1,44.818,-66.7555,WHALE-MINKE
9,44.674333,-66.6245,PORPOISE-HARBOUR
15,43.835,-66.936666,DOLPHINS (NS)
7,44.7395,-66.720833,PORPOISE-HARBOUR
1,44.816333,-66.751666,WHALE-MINKE
6,44.643333,-66.482666,PORPOISE-HARBOUR
8,44.722166,-66.654166,PORPOISE-HARBOUR
5,44.7235,-66.624666,PORPOISE-HARBOUR
5,44.583166,-66.510333,PORPOISE-HARBOUR
10,44.625666,-66.524333,PORPOISE-HARBOUR
12,44.746666,-66.7055,PORPOISE-HARBOUR
6,44.8705,-66.8025,WHALE-HUMPBACK
7,44.656166,-66.417666,PORPOISE-HARBOUR
156,44.6405,-66.653333,PORPOISE-HARBOUR
5,44.8505,-66.721166,PORPOISE-HARBOUR
4,44.808166,-66.759166,WHALE-RIGHT
1,43.45,-62.28,WHALE-FIN
8,44.7775,-66.7125,PORPOISE-HARBOUR
4,43.83,-63.17,WHALE-BLUE
7,44.734166,-66.699666,PORPOISE-HARBOUR
7,43.08,-62.5,WHALE-HUMPBACK
5,44.802666,-66.790833,PORPOISE-HARBOUR
7,44.813166,-66.7355,PORPOISE-HARBOUR
1,44,-62.25,WHALE-FIN
8,44.778166,-66.738,PORPOISE-HARBOUR
13,44.692166,-66.407,PORPOISE-HARBOUR
1,44.365333,-66.466833,WHALE-HUMPBACK
1,44.807833,-66.689333,WHALE-MINKE
5,44.612833,-66.481833,PORPOISE-HARBOUR
10,44.8215,-66.748166,PORPOISE-HARBOUR
1,44.155,-67.05,WHALE-RIGHT
1,43.48,-62.7,WHALE-FIN
10,44.302333,-66.369333,PORPOISE-HARBOUR
1,43.52,-62.77,WHALE-FIN
5,44.677666,-66.401333,PORPOISE-HARBOUR
1,43.42,-63.02,WHALE-SEI
9,44.711833,-66.537666,PORPOISE-HARBOUR
1,44.337,-66.370333,WHALE-HUMPBACK
1,43.28,-65.03,WHALE-FIN
1,44.319833,-66.346833,WHALE-RIGHT
2,44.229333,-66.461166,WHALE-HUMPBACK
30,43.15,-62.75,WHALE-SEI
20,44.3375,-66.3765,DOLPHINS-WHITE-SIDED
4,44.328,-66.383666,PORPOISE-HARBOUR
2,44.2255,-66.577166,WHALE-HUMPBACK
1,43.13,-65.05,WHALE-FIN
2,44,-63.43,WHALE-FIN
1,43.18,-63,WHALE-FIN
1,44.288333,-66.498,WHALE-MINKE
5,44.703333,-66.646166,PORPOISE-HARBOUR
1,44.318666,-66.403833,WHALE-HUMPBACK
14,44.831666,-66.753666,SEALS (NS)
1,44.03,-63.37,WHALE-FIN
1,44.306166,-66.374166,WHALE-MINKE
47,44.6095,-66.524666,WHALE-FIN
1,44.252666,-66.535166,WHALE-MINKE
6,44.777333,-66.7505,PORPOISE-HARBOUR
1,43.25,-62.33,WHALE-FIN
1,44.02,-62.75,WHALE-FIN
1,44.227833,-66.603833,WHALE-HUMPBACK
1,44.264,-66.525833,WHALE-HUMPBACK
3,44.401333,-66.446166,WHALE-HUMPBACK
3,44.38283,-66.33717,PORPOISE-HARBOUR
1,44.39767,-66.3165,WHALE-HUMPBACK
2,43.5,-62.25,WHALE-HUMPBACK
1,44.314166,-66.592166,WHALE-MINKE
1,44.281833,-66.4975,WHALE-HUMPBACK
1,43.87,-61.72,WHALE-FIN
1,44.3195,-66.405,WHALE-HUMPBACK
1,44.39767,-66.3165,WHALE-HUMPBACK
