individualCount,eventID,decimalLatitude,decimalLongitude,vernacularName
3,121686,48.07185,-63.73953,WHALE-RIGHT
3,121565,42.166666,-66.216666,WHALE-RIGHT
3,121345,44.3575,-66.417166,WHALE-RIGHT
3,119734,40.771,-68.990166,WHALE-RIGHT
3,119549,45.475333,-58.468333,WHALE-RIGHT
3,119466,45.475333,-58.468333,WHALE-RIGHT
3,121379,44.3875,-66.463166,WHALE-RIGHT
3,118073,44.959333,-66.888,WHALE-RIGHT
3,116398,42.138333,-65.881666,WHALE-RIGHT
3,116811,41.856666,-66.05,WHALE-RIGHT
3,118680,44.890666,-66.714,WHALE-RIGHT
3,114874,43.311,-67.291333,WHALE-RIGHT
3,89141,44.75,-66.583333,WHALE-RIGHT
3,89112,44.783333,-66.45,WHALE-RIGHT
3,89114,44.783333,-66.725,WHALE-RIGHT
3,89132,44.678333,-66.639166,WHALE-RIGHT
3,88944,42.8235,-65.204166,WHALE-RIGHT
3,83569,44.563333,-66.526666,WHALE-RIGHT
3,83568,44.591666,-66.526666,WHALE-RIGHT
3,82774,42.935333,-60.93,WHALE-RIGHT
3,62203,42.951166,-65.045333,WHALE-RIGHT
3,63104,44.872333,-66.76,WHALE-RIGHT
3,63118,44.95,-66.85,WHALE-RIGHT
3,70181,44.629,-66.637,WHALE-RIGHT
3,67899,44.697166,-66.572,WHALE-RIGHT
3,67895,44.710666,-66.560833,WHALE-RIGHT
3,67878,44.7415,-66.587333,WHALE-RIGHT
3,67923,44.650333,-66.510333,WHALE-RIGHT
3,67859,44.604166,-66.4915,WHALE-RIGHT
3,67872,44.593833,-66.477333,WHALE-RIGHT
3,69441,44.585,-66.584,WHALE-RIGHT
3,69584,44.647666,-66.503333,WHALE-RIGHT
3,69559,44.553166,-66.503166,WHALE-RIGHT
3,69572,44.641333,-66.457833,WHALE-RIGHT
3,69561,44.552,-66.4995,WHALE-RIGHT
3,69534,44.639666,-66.531,WHALE-RIGHT
3,69503,44.569166,-66.4995,WHALE-RIGHT
3,69681,44.656333,-66.515,WHALE-RIGHT
3,69636,44.598,-66.483666,WHALE-RIGHT
3,69635,44.6,-66.478333,WHALE-RIGHT
3,69640,44.687833,-66.4935,WHALE-RIGHT
3,69762,44.7105,-66.446166,WHALE-RIGHT
3,69751,44.648666,-66.4535,WHALE-RIGHT
3,69769,44.704833,-66.51,WHALE-RIGHT
3,69760,44.714333,-66.442666,WHALE-RIGHT
3,69763,44.698,-66.4605,WHALE-RIGHT
3,69746,44.663333,-66.505,WHALE-RIGHT
3,69713,44.642,-66.535666,WHALE-RIGHT
3,69711,44.640333,-66.506333,WHALE-RIGHT
3,69901,44.583833,-66.512666,WHALE-RIGHT
3,69870,44.641333,-66.4995,WHALE-RIGHT
3,69869,44.635833,-66.504666,WHALE-RIGHT
3,69941,44.5345,-66.549,WHALE-RIGHT
3,69936,44.626833,-66.639666,WHALE-RIGHT
3,69940,44.533666,-66.543666,WHALE-RIGHT
3,70145,44.613666,-66.466,WHALE-RIGHT
3,43927,42.844333,-65.653833,WHALE-RIGHT
3,43615,42.61,-65.548333,WHALE-RIGHT
3,41962,44.436833,-66.438166,WHALE-RIGHT
3,70042,44.720333,-66.423166,WHALE-RIGHT
3,36873,44.621666,-66.475,WHALE-RIGHT
3,36828,44.6535,-66.367,WHALE-RIGHT
3,39488,44.656166,-66.487166,WHALE-RIGHT
3,39535,44.23,-66.606,WHALE-RIGHT
3,39446,44.287666,-66.337833,WHALE-RIGHT
3,33264,44.674833,-66.368,WHALE-RIGHT
3,118071,44.961,-66.8505,WHALE-RIGHT
3,117225,43.661666,-68.615,WHALE-RIGHT
3,118700,44.9785,-66.7465,WHALE-RIGHT
3,117215,43.416666,-65.1,WHALE-RIGHT
3,23368,44.687,-66.496166,WHALE-RIGHT
3,23361,44.611333,-66.500666,WHALE-RIGHT
3,23366,44.732,-66.546,WHALE-RIGHT
3,23359,44.608666,-66.6175,WHALE-RIGHT
3,23369,44.651,-66.446666,WHALE-RIGHT
3,23363,44.721,-66.575,WHALE-RIGHT
3,23365,44.658333,-66.431666,WHALE-RIGHT
3,23358,44.6105,-66.622833,WHALE-RIGHT
3,23355,44.666,-66.5415,WHALE-RIGHT
3,23360,44.649333,-66.6395,WHALE-RIGHT
3,23364,44.669833,-66.459333,WHALE-RIGHT
3,23353,44.543333,-66.521666,WHALE-RIGHT
3,23357,44.611333,-66.623,WHALE-RIGHT
3,23367,44.652,-66.475666,WHALE-RIGHT
3,23354,44.632666,-66.531666,WHALE-RIGHT
3,23351,44.659,-66.440833,WHALE-RIGHT
3,23356,44.572166,-66.542666,WHALE-RIGHT
3,23362,44.603333,-66.468166,WHALE-RIGHT
3,23352,44.610166,-66.644,WHALE-RIGHT
3,25786,44.584333,-66.4455,WHALE-RIGHT
3,15989,43.05,-65.616666,WHALE-RIGHT
3,15639,42.066666,-66.55,WHALE-RIGHT
3,19046,44.558333,-66.529,WHALE-RIGHT
3,19049,44.603333,-66.4725,WHALE-RIGHT
3,19047,44.631666,-66.5115,WHALE-RIGHT
3,19051,44.66,-66.591833,WHALE-RIGHT
3,7611,43.878333,-67.196666,WHALE-RIGHT
3,7538,44.163333,-67.078333,WHALE-RIGHT
3,1840,44.5625,-66.577833,WHALE-RIGHT
3,1310,44.638333,-66.486333,WHALE-RIGHT
3,10600,44.467,-66.429833,WHALE-RIGHT
3,8520,44.698,-66.421166,WHALE-RIGHT
3,8113,44.588333,-66.525,WHALE-RIGHT
3,8128,44.405,-66.538333,WHALE-RIGHT
3,8091,44.726666,-66.338333,WHALE-RIGHT
3,7980,44.628333,-66.301666,WHALE-RIGHT
3,8085,44.795,-66.515,WHALE-RIGHT
3,7894,43.901666,-67.221666,WHALE-RIGHT
3,7891,43.768333,-67.231666,WHALE-RIGHT
3,10635,42.871666,-65.125,WHALE-RIGHT
3,7419,44.665166,-66.481833,WHALE-RIGHT
3,7414,44.6975,-66.466666,WHALE-RIGHT
3,7413,44.697166,-66.467166,WHALE-RIGHT
3,8673,44.55,-66.452333,WHALE-RIGHT
3,8638,44.5565,-66.548333,WHALE-RIGHT
3,8587,44.621,-66.533,WHALE-RIGHT
3,8574,44.626333,-66.468166,WHALE-RIGHT
3,8551,44.699666,-66.452833,WHALE-RIGHT
3,8528,44.677666,-66.492833,WHALE-RIGHT
3,6707,44.516666,-66.433333,WHALE-RIGHT
3,6521,43.668333,-59.623333,WHALE-RIGHT
3,4811,44.336833,-66.349,WHALE-RIGHT
3,4878,44.357,-66.334666,WHALE-RIGHT
3,4786,44.244166,-66.4665,WHALE-RIGHT
3,5223,45.003333,-59.176666,WHALE-RIGHT
3,2864,44.598333,-66.429833,WHALE-RIGHT
3,2862,44.599,-66.437833,WHALE-RIGHT
3,2857,44.603333,-66.444166,WHALE-RIGHT
3,2823,44.689333,-66.4495,WHALE-RIGHT
3,2746,44.569666,-66.583166,WHALE-RIGHT
3,2701,44.648666,-66.418333,WHALE-RIGHT
3,2661,44.6265,-66.641333,WHALE-RIGHT
3,2599,44.697333,-66.466833,WHALE-RIGHT
3,2468,44.672166,-66.521,WHALE-RIGHT
3,2474,44.6585,-66.523333,WHALE-RIGHT
3,2429,44.620666,-66.536666,WHALE-RIGHT
3,2428,44.620833,-66.538666,WHALE-RIGHT
3,2003,44.6255,-66.428166,WHALE-RIGHT
3,2005,44.661833,-66.425166,WHALE-RIGHT
3,1874,44.554333,-66.514166,WHALE-RIGHT
3,1837,44.5605,-66.571166,WHALE-RIGHT
3,1754,44.584833,-66.527833,WHALE-RIGHT
3,1700,44.562333,-66.527666,WHALE-RIGHT
3,3533,44.604,-67.291,WHALE-RIGHT
3,3498,43.547,-66.509,WHALE-RIGHT
3,3551,43.561,-66.549,WHALE-RIGHT
3,3543,44.605,-66.569,WHALE-RIGHT
3,3463,44.408,-67.204,WHALE-RIGHT
3,3503,43.567,-66.556,WHALE-RIGHT
3,3445,44.102,-67.807,WHALE-RIGHT
3,3462,44.406,-67.408,WHALE-RIGHT
3,3383,45.45,-57.15,WHALE-RIGHT
3,3124,44.5765,-66.483166,WHALE-RIGHT
3,3123,44.576333,-66.482333,WHALE-RIGHT
3,3126,44.573166,-66.482666,WHALE-RIGHT
3,3135,44.586166,-66.483833,WHALE-RIGHT
3,3121,44.5835,-66.483,WHALE-RIGHT
3,3092,44.732333,-66.379666,WHALE-RIGHT
3,356,44.689666,-66.4875,WHALE-RIGHT
3,357,44.699666,-66.482333,WHALE-RIGHT
3,330,44.629166,-66.5,WHALE-RIGHT
3,1311,44.6495,-66.480166,WHALE-RIGHT
3,638,44.612833,-66.482833,WHALE-RIGHT
3,656,44.685666,-66.455166,WHALE-RIGHT
3,625,44.6145,-66.440166,WHALE-RIGHT
3,575,44.649333,-66.460666,WHALE-RIGHT
3,564,44.631166,-66.499,WHALE-RIGHT
3,583,44.628166,-66.435333,WHALE-RIGHT
3,566,44.635,-66.4995,WHALE-RIGHT
3,559,44.6295,-66.494666,WHALE-RIGHT
3,580,44.643,-66.462333,WHALE-RIGHT
3,582,44.626333,-66.4335,WHALE-RIGHT
3,534,44.671666,-66.508333,WHALE-RIGHT
3,553,44.5985,-66.503166,WHALE-RIGHT
3,554,44.6015,-66.478666,WHALE-RIGHT
2,36912,44.565166,-66.5055,WHALE-RIGHT
2,36909,44.557333,-66.503833,WHALE-RIGHT
2,36872,44.595,-66.475,WHALE-RIGHT
2,125514,44.22533,-66.58183,WHALE-RIGHT
2,74102,44.3935,-66.388666,WHALE-RIGHT
2,122648,42.246667,-66.258333,WHALE-RIGHT
2,122640,42.26,-66.17,WHALE-RIGHT
2,125672,44.327,-66.46583,WHALE-RIGHT
2,122595,47.81,-63.885,WHALE-RIGHT
2,39447,44.296333,-66.3635,WHALE-RIGHT
2,39479,44.174333,-66.478333,WHALE-RIGHT
2,39460,44.484333,-66.417,WHALE-RIGHT
2,39444,44.407166,-66.220333,WHALE-RIGHT
2,39458,44.229,-66.4155,WHALE-RIGHT
2,120213,44.211833,-66.382166,WHALE-RIGHT
2,69722,44.5795,-66.489166,WHALE-RIGHT
2,69600,44.645333,-66.486333,WHALE-RIGHT
2,117136,42.185,-66.29,WHALE-RIGHT
2,33318,44.456666,-66.486833,WHALE-RIGHT
2,33237,44.0845,-66.455333,WHALE-RIGHT
2,33213,44.170166,-66.450333,WHALE-RIGHT
2,41920,44.595666,-66.376333,WHALE-RIGHT
2,41917,44.382666,-66.354833,WHALE-RIGHT
2,95525,44.6005,-66.541666,WHALE-RIGHT
2,102795,44.664666,-65.748833,WHALE-RIGHT
2,95522,44.701,-66.4575,WHALE-RIGHT
2,134629,44.57528,-66.5197,WHALE-RIGHT
2,134527,43.07667,-65.05167,WHALE-RIGHT
2,134496,44.76133,-66.54405,WHALE-RIGHT
2,134691,44.76058,-66.54266,WHALE-RIGHT
2,134676,44.64936,-66.53154,WHALE-RIGHT
2,134660,43.05044,-65.32739,WHALE-RIGHT
2,134482,43.08433,-65.04733,WHALE-RIGHT
2,134498,44.83592,-66.67483,WHALE-RIGHT
2,134687,44.65916,-66.2116,WHALE-RIGHT
2,134642,44.63528,-66.4586,WHALE-RIGHT
2,134485,42.77238,-65.48946,WHALE-RIGHT
2,134651,44.62737,-66.4676,WHALE-RIGHT
2,134659,43.0511,-65.31776,WHALE-RIGHT
2,134555,44.56198,-66.53445,WHALE-RIGHT
2,134480,44.08466,-66.71066,WHALE-RIGHT
2,134495,44.74387,-66.53129,WHALE-RIGHT
2,134558,44.56475,-67.25824,WHALE-RIGHT
2,134576,44.62988,-66.51867,WHALE-RIGHT
2,134666,42.99601,-65.151,WHALE-RIGHT
2,134557,44.56475,-66.25824,WHALE-RIGHT
2,134523,44.7596,-66.57663,WHALE-RIGHT
2,143967,41.0769,-70.6089,WHALE-RIGHT
2,134615,44.66175,-66.4365,WHALE-RIGHT
2,134470,43.07566,-65.08399,WHALE-RIGHT
2,143968,41.0311,-70.6541,WHALE-RIGHT
2,134497,44.76014,-66.55108,WHALE-RIGHT
2,125012,44.291,-66.35317,WHALE-RIGHT
2,127634,44.302,-66.355,WHALE-RIGHT
2,123432,44.3055,-66.48133,WHALE-RIGHT
2,130539,44.2845,-66.26217,WHALE-RIGHT
2,130388,44.23033,-66.4335,WHALE-RIGHT
2,126785,44.38817,-66.46633,WHALE-RIGHT
2,125987,44.2985,-66.356,WHALE-RIGHT
2,125764,44.27217,-66.34317,WHALE-RIGHT
2,123002,44.54233,-66.58883,WHALE-RIGHT
2,126011,44.371,-66.42017,WHALE-RIGHT
2,130465,44.26433,-66.34467,WHALE-RIGHT
2,129535,44.29033,-66.35483,WHALE-RIGHT
2,124535,44.28783,-66.33667,WHALE-RIGHT
2,128731,44.30133,-66.37617,WHALE-RIGHT
2,128121,44.3375,-66.31767,WHALE-RIGHT
2,125007,44.34167,-66.396,WHALE-RIGHT
2,127656,44.42233,-66.21733,WHALE-RIGHT
2,127672,44.29783,-66.39233,WHALE-RIGHT
2,123487,44.35483,-66.38267,WHALE-RIGHT
2,126508,44.34617,-66.34483,WHALE-RIGHT
2,130207,44.22617,-66.5665,WHALE-RIGHT
2,25784,44.585166,-66.4455,WHALE-RIGHT
2,25779,44.6055,-66.4125,WHALE-RIGHT
2,25776,44.5375,-66.2765,WHALE-RIGHT
2,25787,44.583166,-66.444,WHALE-RIGHT
2,25795,44.616833,-66.509833,WHALE-RIGHT
2,19035,44.663333,-66.489333,WHALE-RIGHT
2,19024,44.608333,-66.520666,WHALE-RIGHT
2,19040,44.595,-66.482333,WHALE-RIGHT
2,19037,44.61,-66.467166,WHALE-RIGHT
2,19045,44.655,-66.594166,WHALE-RIGHT
2,19032,44.596666,-66.564666,WHALE-RIGHT
2,19026,44.576666,-66.510333,WHALE-RIGHT
2,19029,44.608333,-66.546833,WHALE-RIGHT
2,19021,44.623333,-66.515166,WHALE-RIGHT
2,19042,44.636666,-66.544333,WHALE-RIGHT
2,8666,44.668,-66.4615,WHALE-RIGHT
2,2477,44.656666,-66.525166,WHALE-RIGHT
2,2753,44.574,-66.579666,WHALE-RIGHT
2,3471,44.403,-66.5,WHALE-RIGHT
2,3087,44.7305,-66.380666,WHALE-RIGHT
2,117229,43.665,-68.56,WHALE-RIGHT
2,117182,45.1155,-61.583166,WHALE-RIGHT
2,23344,44.685833,-66.567333,WHALE-RIGHT
2,23304,44.611333,-66.488333,WHALE-RIGHT
2,23328,44.617,-66.503166,WHALE-RIGHT
2,23291,44.565833,-66.514,WHALE-RIGHT
2,23289,44.8525,-66.736666,WHALE-RIGHT
2,23347,44.689,-66.483166,WHALE-RIGHT
2,23315,44.563833,-66.656333,WHALE-RIGHT
2,23331,44.611666,-66.452333,WHALE-RIGHT
2,23299,44.562333,-66.590166,WHALE-RIGHT
2,23339,44.6645,-66.457666,WHALE-RIGHT
2,23334,44.672333,-66.407166,WHALE-RIGHT
2,23307,44.641333,-66.513333,WHALE-RIGHT
2,23323,44.604333,-66.5005,WHALE-RIGHT
2,23336,44.669,-66.477666,WHALE-RIGHT
2,23286,44.608333,-66.635166,WHALE-RIGHT
2,23310,44.666833,-66.510833,WHALE-RIGHT
2,23296,44.5805,-66.580166,WHALE-RIGHT
2,23326,44.686333,-66.472,WHALE-RIGHT
2,23302,44.636333,-66.465666,WHALE-RIGHT
2,23342,44.670166,-66.517166,WHALE-RIGHT
2,23294,44.6585,-66.451166,WHALE-RIGHT
2,23318,44.6645,-66.550666,WHALE-RIGHT
2,23320,44.642666,-66.4085,WHALE-RIGHT
2,23313,44.568666,-66.648,WHALE-RIGHT
2,22785,44.161666,-67.102166,WHALE-RIGHT
2,121655,44.395,-66.326833,WHALE-RIGHT
2,122618,44.33208,-66.34446,WHALE-RIGHT
2,122662,42.166667,-66.05,WHALE-RIGHT
2,122620,44.31718,-66.40063,WHALE-RIGHT
2,121671,46.7275,-62.063833,WHALE-RIGHT
2,121729,42.26666,-66.3,WHALE-RIGHT
2,121725,42.3,-66.16667,WHALE-RIGHT
2,121666,45.944056,-65.096944,WHALE-RIGHT
2,122631,45.663668,-61.84893,WHALE-RIGHT
2,121660,44.54499,-66.55723,WHALE-RIGHT
2,121661,44.31718,-66.40063,WHALE-RIGHT
2,125575,44.31767,-66.4155,WHALE-RIGHT
2,121670,46.6861,-60.345633,WHALE-RIGHT
2,121635,44.29191,-66.25698,WHALE-RIGHT
2,121656,44.2739,-66.34275,WHALE-RIGHT
2,121633,45.848333,-59.72,WHALE-RIGHT
2,121668,47.044983,-60.6013,WHALE-RIGHT
2,122157,42.185,-66.29,WHALE-RIGHT
2,122597,48.031,-63.953,WHALE-RIGHT
2,122591,42.33,-66.773333,WHALE-RIGHT
2,123481,44.36617,-66.36433,WHALE-RIGHT
2,122434,46.7275,-62.063833,WHALE-RIGHT
2,122145,44.395,-66.326833,WHALE-RIGHT
2,121690,48.36087,-63.78547,WHALE-RIGHT
2,121683,47.93661,-63.76323,WHALE-RIGHT
2,121529,42.233333,-66.216666,WHALE-RIGHT
2,121370,44.3675,-66.485166,WHALE-RIGHT
2,120246,44.309,-66.432833,WHALE-RIGHT
2,119784,44.297166,-66.362166,WHALE-RIGHT
2,119617,44.792166,-66.419833,WHALE-RIGHT
2,119581,41.253,-68.888666,WHALE-RIGHT
2,121371,44.362666,-66.4855,WHALE-RIGHT
2,116602,43.976333,-66.650833,WHALE-RIGHT
2,118704,44.967833,-66.811166,WHALE-RIGHT
2,116504,45.0915,-61.538,WHALE-RIGHT
2,116661,43.190666,-66.0635,WHALE-RIGHT
2,116396,43.616666,-66.75,WHALE-RIGHT
2,119209,44.93,-66.8315,WHALE-RIGHT
2,118696,44.959166,-66.680833,WHALE-RIGHT
2,117138,46.353666,-61.236,WHALE-RIGHT
2,116803,45.656333,-61.432166,WHALE-RIGHT
2,118671,44.673166,-66.606833,WHALE-RIGHT
2,116777,44.2495,-66.394833,WHALE-RIGHT
2,117188,42.317666,-66.691666,WHALE-RIGHT
2,117185,41.966666,-65.8,WHALE-RIGHT
2,95541,44.721,-66.488833,WHALE-RIGHT
2,95546,44.552666,-66.547833,WHALE-RIGHT
2,100620,44.348333,-63.1245,WHALE-RIGHT
2,89331,44.595,-66.615,WHALE-RIGHT
2,89340,44.588333,-66.600333,WHALE-RIGHT
2,89299,42.867166,-65.4015,WHALE-RIGHT
2,89242,43.841666,-58.965,WHALE-RIGHT
2,89160,44.7,-66.35,WHALE-RIGHT
2,89128,44.725,-66.625,WHALE-RIGHT
2,89148,44.666666,-66.35,WHALE-RIGHT
2,89157,44.766666,-66.733333,WHALE-RIGHT
2,82297,44.616666,-66.366666,WHALE-RIGHT
2,82292,44.666666,-66.633333,WHALE-RIGHT
2,89104,45.0555,-66.4445,WHALE-RIGHT
2,89100,42.903666,-65.149833,WHALE-RIGHT
2,83625,44.59,-66.448333,WHALE-RIGHT
2,83562,44.511666,-66.403333,WHALE-RIGHT
2,83671,42.077833,-66.7625,WHALE-RIGHT
2,83629,44.581666,-66.458333,WHALE-RIGHT
2,83360,42.9115,-60.9885,WHALE-RIGHT
2,83566,44.61,-66.535,WHALE-RIGHT
2,83385,42.951666,-60.986666,WHALE-RIGHT
2,82645,42.907,-60.977,WHALE-RIGHT
2,74079,44.2795,-66.3405,WHALE-RIGHT
2,73780,44.3845,-66.535833,WHALE-RIGHT
2,82797,42.944666,-60.944666,WHALE-RIGHT
2,82856,42.987333,-65.175333,WHALE-RIGHT
2,74647,44.6065,-66.485333,WHALE-RIGHT
2,74117,44.377,-66.3945,WHALE-RIGHT
2,59562,44.365166,-66.442333,WHALE-RIGHT
2,59563,44.3485,-66.384666,WHALE-RIGHT
2,59542,44.477,-66.341166,WHALE-RIGHT
2,60441,44.319,-66.494166,WHALE-RIGHT
2,60567,44.362666,-66.417166,WHALE-RIGHT
2,73463,44.270833,-66.4745,WHALE-RIGHT
2,59860,44.2825,-66.952666,WHALE-RIGHT
2,63157,44.55,-66.516666,WHALE-RIGHT
2,63120,44.927166,-66.853333,WHALE-RIGHT
2,63161,44.566666,-66.55,WHALE-RIGHT
2,63160,44.5,-66.583333,WHALE-RIGHT
2,63115,44.879333,-66.874166,WHALE-RIGHT
2,70180,44.628333,-66.638333,WHALE-RIGHT
2,70184,44.621666,-66.647333,WHALE-RIGHT
2,70177,44.6165,-66.6385,WHALE-RIGHT
2,62335,44.321166,-66.381,WHALE-RIGHT
2,67927,44.6825,-66.456166,WHALE-RIGHT
2,67929,44.694833,-66.440333,WHALE-RIGHT
2,67928,44.692333,-66.441833,WHALE-RIGHT
2,67906,44.7165,-66.522333,WHALE-RIGHT
2,67921,44.638666,-66.498166,WHALE-RIGHT
2,67901,44.698166,-66.541666,WHALE-RIGHT
2,67883,44.672333,-66.5575,WHALE-RIGHT
2,67892,44.7135,-66.5475,WHALE-RIGHT
2,67875,44.6935,-66.453833,WHALE-RIGHT
2,67877,44.7305,-66.603833,WHALE-RIGHT
2,67905,44.716333,-66.522833,WHALE-RIGHT
2,67871,44.593833,-66.477333,WHALE-RIGHT
2,67879,44.7435,-66.567666,WHALE-RIGHT
2,69445,44.5855,-66.5585,WHALE-RIGHT
2,69442,44.581833,-66.576333,WHALE-RIGHT
2,69444,44.577333,-66.565666,WHALE-RIGHT
2,69463,44.600666,-66.571666,WHALE-RIGHT
2,69424,44.606333,-66.536333,WHALE-RIGHT
2,69582,44.66,-66.5095,WHALE-RIGHT
2,69585,44.650166,-66.502833,WHALE-RIGHT
2,69574,44.6525,-66.452333,WHALE-RIGHT
2,69563,44.681333,-66.503833,WHALE-RIGHT
2,69560,44.551833,-66.498166,WHALE-RIGHT
2,69562,44.5525,-66.5025,WHALE-RIGHT
2,69571,44.639833,-66.483166,WHALE-RIGHT
2,69537,44.5605,-66.5005,WHALE-RIGHT
2,69533,44.647666,-66.508833,WHALE-RIGHT
2,69531,44.655166,-66.491,WHALE-RIGHT
2,69682,44.662833,-66.539666,WHALE-RIGHT
2,69499,44.620333,-66.577333,WHALE-RIGHT
2,69687,44.7415,-66.5455,WHALE-RIGHT
2,69496,44.614166,-66.5645,WHALE-RIGHT
2,69497,44.614166,-66.5605,WHALE-RIGHT
2,69680,44.654166,-66.512333,WHALE-RIGHT
2,69610,44.672,-66.447333,WHALE-RIGHT
2,69685,44.7145,-66.523166,WHALE-RIGHT
2,69644,44.677,-66.467833,WHALE-RIGHT
2,69606,44.637833,-66.471833,WHALE-RIGHT
2,69641,44.6835,-66.479333,WHALE-RIGHT
2,69596,44.6265,-66.510333,WHALE-RIGHT
2,69643,44.683,-66.469333,WHALE-RIGHT
2,69608,44.6485,-66.456333,WHALE-RIGHT
2,69766,44.695833,-66.459,WHALE-RIGHT
2,69793,44.749833,-66.407833,WHALE-RIGHT
2,69764,44.694833,-66.464333,WHALE-RIGHT
2,69747,44.657,-66.502166,WHALE-RIGHT
2,69727,44.609333,-66.489333,WHALE-RIGHT
2,69725,44.566333,-66.4605,WHALE-RIGHT
2,69712,44.6235,-66.5075,WHALE-RIGHT
2,69897,44.620833,-66.491166,WHALE-RIGHT
2,69895,44.628166,-66.513333,WHALE-RIGHT
2,69871,44.642833,-66.498166,WHALE-RIGHT
2,69832,44.651333,-66.591166,WHALE-RIGHT
2,69999,44.563,-66.543166,WHALE-RIGHT
2,69833,44.651,-66.589,WHALE-RIGHT
2,69973,44.5965,-66.560166,WHALE-RIGHT
2,70120,44.576833,-66.5455,WHALE-RIGHT
2,70115,44.624166,-66.513666,WHALE-RIGHT
2,70114,44.633,-66.512333,WHALE-RIGHT
2,43894,41.9235,-65.758833,WHALE-RIGHT
2,41955,44.437166,-66.506333,WHALE-RIGHT
2,41945,44.3435,-66.3425,WHALE-RIGHT
2,41956,44.442166,-66.506333,WHALE-RIGHT
2,41943,44.351833,-66.330833,WHALE-RIGHT
2,41936,44.6025,-66.386333,WHALE-RIGHT
2,41934,44.567,-66.39,WHALE-RIGHT
2,41919,44.363333,-66.393333,WHALE-RIGHT
2,41928,44.370833,-66.286166,WHALE-RIGHT
2,41923,44.516,-66.387,WHALE-RIGHT
2,41929,44.343333,-66.376666,WHALE-RIGHT
2,41918,44.366666,-66.423,WHALE-RIGHT
2,41916,44.312333,-66.511833,WHALE-RIGHT
2,41911,44.185166,-66.497833,WHALE-RIGHT
2,70064,44.667166,-66.467666,WHALE-RIGHT
2,70045,44.733,-66.411666,WHALE-RIGHT
2,60287,44.422666,-66.669333,WHALE-RIGHT
2,36905,44.556,-66.501666,WHALE-RIGHT
2,36903,44.558333,-66.501333,WHALE-RIGHT
2,36858,44.591666,-66.468333,WHALE-RIGHT
2,36852,44.609166,-66.464333,WHALE-RIGHT
2,36881,44.471833,-66.479,WHALE-RIGHT
2,36837,44.490166,-66.375666,WHALE-RIGHT
2,36832,44.653833,-66.368166,WHALE-RIGHT
2,39502,44.616666,-66.508166,WHALE-RIGHT
2,39493,44.626,-66.497333,WHALE-RIGHT
2,39530,44.412833,-66.575833,WHALE-RIGHT
2,39490,44.629666,-66.491333,WHALE-RIGHT
2,39533,44.551166,-66.593666,WHALE-RIGHT
2,39509,44.642333,-66.5315,WHALE-RIGHT
2,39525,44.546,-66.570666,WHALE-RIGHT
2,39543,44.385166,-66.795833,WHALE-RIGHT
2,39483,44.306333,-66.483333,WHALE-RIGHT
2,39467,44.3305,-66.444,WHALE-RIGHT
2,39477,44.626666,-66.473333,WHALE-RIGHT
2,39517,44.560666,-66.54,WHALE-RIGHT
2,39466,44.393,-66.4375,WHALE-RIGHT
2,39451,44.4565,-66.408166,WHALE-RIGHT
2,39480,44.6335,-66.4785,WHALE-RIGHT
2,39448,44.308833,-66.377333,WHALE-RIGHT
2,33314,44.347833,-66.409,WHALE-RIGHT
2,33285,44.453833,-66.414666,WHALE-RIGHT
2,33282,44.446166,-66.422166,WHALE-RIGHT
2,33247,44.108166,-66.466,WHALE-RIGHT
2,33270,44.340166,-66.293166,WHALE-RIGHT
2,33310,44.448333,-66.337,WHALE-RIGHT
2,33273,44.384,-66.319333,WHALE-RIGHT
2,33283,44.449166,-66.416166,WHALE-RIGHT
2,33254,44.612666,-66.386666,WHALE-RIGHT
2,33214,44.144333,-67.111833,WHALE-RIGHT
2,33278,44.278833,-66.368,WHALE-RIGHT
2,33231,44.4465,-66.43,WHALE-RIGHT
2,118774,44.9935,-66.835833,WHALE-RIGHT
2,118709,44.9415,-66.664333,WHALE-RIGHT
2,118727,45.004,-66.813333,WHALE-RIGHT
2,118708,44.951833,-66.7005,WHALE-RIGHT
2,117936,44.696666,-66.466833,WHALE-RIGHT
2,118778,44.968833,-66.863333,WHALE-RIGHT
2,118454,44.887333,-66.756166,WHALE-RIGHT
2,117181,42.257666,-66.213333,WHALE-RIGHT
2,117935,44.688666,-66.458,WHALE-RIGHT
2,117292,47.029666,-60.5115,WHALE-RIGHT
2,23338,44.665166,-66.4795,WHALE-RIGHT
2,23333,44.597333,-66.4565,WHALE-RIGHT
2,23337,44.673666,-66.49,WHALE-RIGHT
2,23341,44.701666,-66.466333,WHALE-RIGHT
2,23306,44.6415,-66.506666,WHALE-RIGHT
2,23340,44.673333,-66.528333,WHALE-RIGHT
2,23349,44.635833,-66.4825,WHALE-RIGHT
2,23329,44.6095,-66.502333,WHALE-RIGHT
2,23321,44.649833,-66.409,WHALE-RIGHT
2,23343,44.668166,-66.518333,WHALE-RIGHT
2,23298,44.574666,-66.5875,WHALE-RIGHT
2,23305,44.605166,-66.491166,WHALE-RIGHT
2,23293,44.6545,-66.434666,WHALE-RIGHT
2,23346,44.669833,-66.4355,WHALE-RIGHT
2,23332,44.600666,-66.455666,WHALE-RIGHT
2,23295,44.599833,-66.5805,WHALE-RIGHT
2,23319,44.645833,-66.468333,WHALE-RIGHT
2,23325,44.6075,-66.610666,WHALE-RIGHT
2,23327,44.622666,-66.5045,WHALE-RIGHT
